ANIO,MES,NSELV,UBIGEO,Parentesco_con_jefe_hogar,sexo,edad,idioma_ninez,nivel_educativo,centro_estudios_E_P
2020,1,3,250107,3,2,16,4,6,1
2020,1,3,250107,3,1,11,4,3,1
2020,1,3,250107,3,2,9,4,3,1
2020,1,3,250107,3,1,7,4,3,1
2020,1,31,250107,1,2,45,4,5,
2020,1,31,250107,3,2,23,4,10,
2020,1,31,250107,3,1,21,4,10,
2020,1,31,250107,3,1,20,4,10,
2020,1,31,250107,3,2,15,4,5,1
2020,1,62,250107,1,1,46,4,11,
2020,1,62,250107,2,2,43,4,11,2
2020,1,62,250107,3,2,15,4,5,1
2020,1,62,250107,3,1,7,4,3,1
2020,1,62,250107,3,2,6,4,2,1
2020,1,85,250107,1,1,46,4,11,
2020,1,85,250107,3,1,22,4,9,
2020,1,85,250107,3,1,13,4,5,1
2020,1,108,250107,1,1,60,4,11,
2020,1,108,250107,2,2,61,4,6,
2020,1,132,250107,1,1,46,4,11,
2020,1,132,250107,2,2,22,4,6,
2020,1,132,250107,3,1,22,4,5,2
2019,12,10,250107,1,1,52,4,11,
2019,12,10,250107,2,2,47,4,11,
2019,12,10,250107,3,1,19,4,10,1
2019,12,10,250107,3,2,10,4,3,1
2019,12,38,250107,1,2,27,4,4,
2019,12,38,250107,3,2,12,4,3,1
2019,12,38,250107,3,2,2,,,
2019,12,38,250107,7,2,15,4,5,
2019,12,38,250107,8,2,9,4,3,1
2019,12,66,250107,1,1,28,4,5,
2019,12,66,250107,2,2,30,4,8,
2019,12,66,250107,3,2,3,4,1,
2019,12,97,250107,1,1,44,4,5,
2019,12,97,250107,2,2,44,4,5,
2019,12,97,250107,3,1,16,4,5,1
2019,12,97,250107,3,1,10,4,3,1
2019,12,97,250107,3,1,8,4,3,1
2019,12,127,250107,1,1,47,4,10,
2019,12,127,250107,7,2,52,4,11,
2019,12,127,250107,8,2,13,4,5,1
2019,12,155,250107,1,1,22,4,6,
2019,6,6,250107,1,2,56,,3,
2019,6,6,250107,3,1,14,,5,1
2019,6,25,250107,1,1,41,,3,
2019,6,25,250107,2,2,36,,5,
2019,6,25,250107,3,2,19,,10,1
2019,6,25,250107,3,2,14,,5,1
2019,6,25,250107,3,2,10,,3,1
2019,6,25,250107,3,2,6,,2,1
2019,6,25,250107,3,1,3,,1,1
2019,6,44,250107,1,2,54,,5,
2019,6,44,250107,3,2,35,,6,
2019,6,44,250107,5,1,15,,5,1
2019,6,44,250107,5,2,1,,,
2019,6,65,250107,1,1,32,,6,
2019,6,65,250107,2,2,30,,6,
2019,6,65,250107,3,2,9,,3,1
2019,6,65,250107,3,2,1,,,
2019,6,87,250107,1,2,37,,5,2
2019,6,87,250107,3,2,21,,6,
2019,6,87,250107,3,1,11,,3,1
2019,6,87,250107,3,1,7,,3,1
2019,6,107,250107,1,1,73,,3,
2019,10,10,250107,1,2,38,4,6,
2019,10,10,250107,3,1,20,4,6,
2019,10,10,250107,3,2,16,4,5,1
2019,10,10,250107,3,1,12,4,3,1
2019,10,34,250107,1,1,51,4,4,
2019,10,34,250107,2,2,51,4,4,
2019,10,34,250107,3,1,24,4,9,
2019,10,34,250107,3,1,16,4,6,1
2019,10,57,250107,1,1,62,5,4,
2019,10,57,250107,2,2,47,4,5,
2019,10,57,250107,3,1,12,4,3,1
2019,10,57,250107,3,2,8,4,3,1
2019,10,81,250107,1,1,40,4,6,
2019,10,81,250107,2,2,43,4,10,
2019,10,81,250107,3,2,10,4,3,2
2019,10,102,250107,1,2,34,4,5,
2019,10,102,250107,3,2,18,4,5,
2019,10,102,250107,3,2,10,4,3,1
2019,10,102,250107,8,2,91,4,3,
2019,9,3,250107,1,1,64,4,3,
2019,9,34,250107,1,1,28,4,6,
2019,9,34,250107,2,2,29,4,5,
2019,9,34,250107,3,2,12,4,3,1
2019,9,34,250107,3,2,9,4,3,1
2019,9,34,250107,3,1,5,4,2,1
2019,9,34,250107,3,2,2,,,
2019,9,34,250107,6,2,79,4,8,
2019,9,34,250107,7,2,17,4,5,1
2019,9,49,250107,1,1,43,4,6,
2019,9,49,250107,2,2,37,4,6,
2019,9,49,250107,3,1,21,4,9,
2019,9,49,250107,3,2,14,4,5,1
2019,9,49,250107,3,1,10,4,3,1
2019,9,49,250107,3,1,18,4,6,
2019,9,49,250107,4,2,17,4,5,1
2019,9,49,250107,5,2,1,,,
2019,9,62,250107,1,1,63,4,5,
2019,9,62,250107,2,2,52,4,3,
2019,9,62,250107,3,2,24,4,6,1
2019,9,62,250107,3,2,22,4,6,
2019,9,62,250107,3,2,34,4,6,
2019,9,62,250107,5,1,4,4,1,1
2019,9,62,250107,11,,,,,
2019,9,92,250107,1,1,68,4,4,
2019,9,122,250107,1,1,38,4,9,
2019,9,122,250107,2,2,29,4,6,
2019,9,122,250107,3,1,8,4,3,1
2019,9,122,250107,3,1,4,4,2,1
2019,8,3,250107,1,1,40,,11,
2019,8,3,250107,2,2,37,,11,
2019,8,3,250107,3,1,10,,3,2
2019,8,3,250107,3,1,1,,,
2019,8,31,250107,1,1,64,,6,
2019,8,31,250107,2,2,53,,5,
2019,8,31,250107,3,1,21,,8,1
2019,8,31,250107,3,1,18,,8,
2019,8,31,250107,3,1,14,,4,1
2019,8,41,250107,1,2,35,,3,
2019,8,41,250107,3,1,6,,1,1
2019,8,41,250107,3,1,12,,3,1
2019,8,41,250107,3,2,16,,3,
2019,8,41,250107,5,1,2,,,
2019,8,41,250107,6,1,73,,5,
2019,8,63,250107,1,1,31,,11,
2019,8,63,250107,2,2,41,,5,
2019,8,63,250107,3,2,18,,5,1
2019,8,63,250107,3,1,2,,,
2019,8,63,250107,3,,,,,
2019,8,81,250107,1,2,46,,6,
2019,8,81,250107,3,1,21,,10,
2019,8,81,250107,6,2,74,,1,
2019,8,99,250107,1,1,60,,6,
2019,8,99,250107,2,2,49,,4,
2019,8,99,250107,3,1,24,,8,
2019,8,99,250107,3,2,14,,5,1
2019,8,99,250107,5,1,10,,3,1
2020,2,2,250107,1,1,29,4,5,
2020,2,2,250107,2,2,31,4,5,
2020,2,2,250107,3,2,11,4,4,1
2020,2,2,250107,3,2,1,,,
2020,2,2,250107,8,,,,,
2020,2,16,250107,1,1,46,4,6,
2020,2,16,250107,2,2,39,4,5,
2020,2,16,250107,3,1,16,4,5,1
2020,2,16,250107,3,1,9,4,3,1
2020,2,16,250107,3,1,22,4,10,
2020,2,63,250107,1,1,25,4,8,
2020,2,63,250107,2,2,26,4,8,
2020,2,63,250107,3,1,2,,,
2020,2,63,250107,6,2,80,4,6,
2020,2,63,250107,7,1,30,4,6,
2020,2,76,250107,1,2,51,4,11,
2020,2,76,250107,3,1,19,4,10,
2020,2,90,250107,1,2,70,4,11,
2020,2,90,250107,3,2,42,4,11,
2020,2,90,250107,5,1,13,4,5,1
2020,2,151,250107,1,1,58,4,4,
2020,2,151,250107,2,2,62,4,4,
2020,2,151,250107,3,2,32,4,6,
2020,2,151,250107,4,1,38,4,5,
2020,2,151,250107,5,1,7,4,3,1
2020,2,151,250107,5,1,6,4,2,1
2020,2,151,250107,5,2,3,4,1,
2019,7,10,250107,1,2,71,,3,
2019,7,10,250107,3,1,46,,6,
2019,7,10,250107,3,1,32,,6,2
2019,7,24,250107,1,1,37,,8,
2019,7,24,250107,2,2,33,,9,
2019,7,24,250107,3,1,6,,2,1
2019,7,38,250107,1,1,35,,5,
2019,7,38,250107,2,2,31,,6,
2019,7,38,250107,3,2,16,,5,1
2019,7,38,250107,3,2,7,,3,1
2019,7,38,250107,3,1,4,,1,1
2019,7,70,250107,1,2,60,,6,
2019,7,70,250107,2,1,75,,3,
2019,7,70,250107,3,2,32,,5,
2019,7,70,250107,5,1,13,,4,1
2019,7,70,250107,5,2,10,,3,1
2019,7,70,250107,5,2,1,,,
2019,7,70,250107,3,2,30,,5,
2019,7,70,250107,5,2,11,,3,1
2019,7,70,250107,4,2,40,,3,
2019,7,70,250107,5,2,13,,5,1
2019,7,70,250107,5,2,4,,2,1
2019,7,70,250107,5,1,,,,
2019,7,98,250107,1,1,38,,6,2
2019,7,98,250107,2,2,31,,5,
2019,7,98,250107,3,2,1,,,
2019,7,98,250107,11,2,10,,3,1
2019,7,158,250107,1,1,55,,5,
2019,7,158,250107,2,2,49,,3,
2019,7,158,250107,3,1,17,,6,
2019,7,158,250107,3,1,15,,5,1
2019,6,21,250107,1,1,36,,5,
2019,6,21,250107,2,2,34,,5,
2019,6,21,250107,3,1,16,,5,1
2019,6,21,250107,3,2,10,,3,1
2019,6,21,250107,3,2,9,,3,1
2019,6,67,250107,1,1,71,,6,
2019,6,83,250107,1,1,48,,6,
2019,6,83,250107,2,2,37,,6,
2019,6,83,250107,3,1,24,,8,
2019,6,83,250107,3,1,14,,5,1
2019,6,83,250107,3,2,5,,2,1
2019,6,99,250107,1,1,43,,6,
2019,6,99,250107,2,2,42,,6,
2019,6,99,250107,3,2,20,,8,1
2019,6,99,250107,3,1,13,,5,1
2019,6,146,250107,1,2,42,,5,
2019,6,146,250107,3,1,25,,6,
2019,6,146,250107,3,1,18,,5,1
2019,6,146,250107,3,2,22,,6,
2019,6,146,250107,5,2,4,,1,1
2019,6,146,250107,6,2,72,,3,
2019,6,162,250107,1,2,84,,3,
2019,6,162,250107,3,,,,,
2019,6,162,250107,5,,,,,
2019,11,23,250107,1,2,29,4,6,
2019,11,23,250107,2,1,28,4,6,
2019,11,23,250107,3,1,,,,
2019,11,54,250107,1,1,74,4,4,
2019,11,54,250107,2,2,67,4,6,
2019,11,54,250107,3,2,34,4,6,
2019,11,54,250107,5,2,12,4,3,1
2019,11,54,250107,5,2,8,4,3,1
2019,11,54,250107,5,1,2,,,
2019,11,92,250107,1,1,48,4,6,
2019,11,92,250107,2,2,46,4,10,
2019,11,92,250107,3,1,26,4,6,
2019,11,92,250107,3,1,24,4,10,1
2019,11,92,250107,3,2,13,4,5,1
2019,11,117,250107,1,1,33,4,5,
2019,11,117,250107,2,2,33,4,6,
2019,11,117,250107,3,1,13,4,4,1
2019,11,117,250107,3,2,11,4,3,1
2019,11,117,250107,3,2,4,4,2,1
2019,11,117,250107,3,2,2,,,
2019,11,117,250107,1,1,38,4,4,
2019,11,117,250107,2,2,30,4,5,
2019,11,117,250107,3,2,13,4,4,1
2019,11,117,250107,3,2,12,4,3,1
2019,11,117,250107,3,2,10,4,3,1
2019,11,117,250107,3,2,7,4,2,1
2019,11,117,250107,3,2,1,,,
2019,11,117,250107,1,1,36,4,5,
2019,11,117,250107,2,2,31,4,4,
2019,11,117,250107,3,1,14,4,5,1
2019,11,117,250107,3,1,11,4,3,1
2019,11,117,250107,3,1,5,4,2,1
2019,11,117,250107,3,1,3,4,1,
2019,11,117,250107,3,1,2,,,
2019,11,129,250107,1,1,46,4,6,
2019,11,129,250107,2,2,43,4,6,
2019,11,129,250107,3,2,21,4,8,2
2019,12,12,250107,1,1,51,4,4,
2019,12,12,250107,2,2,44,4,5,
2019,12,12,250107,3,2,16,4,5,1
2019,12,12,250107,3,2,12,4,3,1
2019,12,12,250107,3,1,6,4,2,1
2019,12,12,250107,3,1,1,,,
2019,12,12,250107,11,,,,,
2019,12,46,250107,1,2,33,4,10,
2019,12,46,250107,3,1,15,4,5,1
2019,12,46,250107,3,2,10,4,3,2
2019,12,46,250107,7,1,25,4,11,
2019,12,46,250107,6,2,63,4,6,
2019,12,77,250107,1,2,36,4,5,
2019,12,77,250107,3,2,17,4,6,1
2019,12,77,250107,3,2,13,4,5,1
2019,12,77,250107,3,1,7,4,2,1
2019,12,107,250107,1,2,45,4,5,
2019,12,107,250107,3,2,27,4,11,2
2019,12,146,250107,1,1,52,4,5,
2019,12,146,250107,2,2,43,4,6,
2019,12,146,250107,3,2,20,4,9,2
2019,12,146,250107,3,2,7,4,2,1
2019,12,178,250107,1,1,39,4,6,
2019,12,178,250107,2,2,23,4,6,
2019,12,178,250107,3,2,3,4,2,1
2019,12,178,250107,3,1,,,,
2020,1,25,250107,1,2,49,4,4,
2020,1,25,250107,2,1,34,4,4,
2020,1,25,250107,3,2,8,4,3,
2020,1,56,250107,1,2,55,4,5,
2020,1,56,250107,2,1,55,4,5,
2020,1,56,250107,3,1,12,4,4,1
2020,1,72,250107,1,1,57,4,5,
2020,1,72,250107,2,2,53,4,1,
2020,1,72,250107,3,1,26,4,5,
2020,1,87,250107,1,1,49,4,5,
2020,1,87,250107,3,1,30,4,6,
2020,1,87,250107,3,1,28,4,9,
2020,1,87,250107,3,1,12,4,4,
2020,1,87,250107,3,2,26,4,9,
2020,1,87,250107,5,2,4,4,2,1
2020,1,102,250107,1,1,51,4,6,
2020,1,102,250107,2,2,48,4,3,
2020,1,102,250107,3,2,21,4,6,
2020,1,102,250107,3,2,12,4,4,1
2020,1,102,250107,3,2,29,4,6,
2020,1,102,250107,5,2,10,4,3,1
2020,1,102,250107,5,2,7,4,3,1
2020,1,102,250107,5,1,1,,,
2020,1,169,250107,1,2,20,4,10,1
2019,9,4,250107,1,1,40,,6,
2019,9,4,250107,2,2,36,,5,
2019,9,4,250107,3,1,19,,5,
2019,9,4,250107,3,1,14,,4,1
2019,9,4,250107,3,1,12,,3,1
2019,9,4,250107,3,1,7,,3,1
2019,9,4,250107,3,1,5,,2,1
2019,9,4,250107,3,1,2,,,
2019,9,4,250107,3,1,,,,
2019,9,4,250107,3,2,16,,5,
2019,9,4,250107,5,1,,,,
2019,9,16,250107,1,1,51,,4,
2019,9,16,250107,2,2,44,,5,
2019,9,16,250107,3,1,19,,5,1
2019,9,16,250107,3,1,14,,3,1
2019,9,16,250107,3,2,6,,2,1
2019,9,16,250107,3,2,24,,6,
2019,9,16,250107,5,1,,,,
2019,9,16,250107,8,,,,,
2019,9,55,250107,1,1,46,,5,
2019,9,55,250107,2,2,40,,5,
2019,9,55,250107,3,1,24,,6,
2019,9,55,250107,3,2,22,,6,
2019,9,55,250107,3,2,10,,3,1
2019,9,55,250107,3,1,8,,3,1
2019,9,55,250107,3,1,1,,,
2019,9,80,250107,1,1,40,,6,
2019,9,80,250107,2,2,33,,6,
2019,9,80,250107,3,1,16,,5,1
2019,9,80,250107,3,2,13,,5,1
2019,9,80,250107,3,2,6,,2,1
2019,9,80,250107,3,2,2,,,
2019,9,80,250107,3,2,,,,
2019,9,130,250107,1,1,57,,3,
2019,9,130,250107,2,2,47,,3,
2019,9,130,250107,3,1,18,,3,
2019,9,130,250107,3,1,9,,3,1
2019,9,130,250107,3,1,28,,5,
2019,9,130,250107,4,2,31,,5,
2019,9,130,250107,5,2,12,,3,1
2019,9,130,250107,5,2,10,,3,1
2019,9,130,250107,5,2,9,,3,1
2019,9,130,250107,5,2,6,,2,1
2019,9,130,250107,5,2,4,,1,
2019,9,130,250107,5,2,,,,
2019,9,130,250107,3,1,26,,3,
2019,9,130,250107,4,2,28,,5,
2019,9,130,250107,5,1,5,,2,1
2019,9,130,250107,5,1,1,,,
2019,9,130,250107,3,1,23,,3,
2019,9,130,250107,4,2,23,,5,
2019,9,130,250107,5,2,3,,1,
2019,9,130,250107,1,1,38,,4,
2019,9,130,250107,2,2,31,,5,
2019,9,130,250107,3,1,11,,3,1
2019,9,130,250107,3,2,5,,2,1
2019,7,2,250107,1,1,38,,6,
2019,7,2,250107,2,2,37,,6,
2019,7,2,250107,3,2,19,,6,2
2019,7,2,250107,3,2,14,,5,1
2019,7,2,250107,3,2,12,,3,1
2019,7,2,250107,3,2,8,,3,1
2019,7,2,250107,3,2,3,,1,1
2019,7,15,250107,1,1,42,,6,
2019,7,29,250107,1,1,46,,9,
2019,7,29,250107,2,2,38,,4,
2019,7,29,250107,3,2,18,,10,2
2019,7,29,250107,3,1,15,,5,1
2019,7,29,250107,3,2,7,,3,1
2019,7,29,250107,3,2,4,,1,1
2019,7,29,250107,6,1,70,,3,
2019,7,56,250107,1,2,50,,3,
2019,7,56,250107,3,1,14,,4,1
2019,7,56,250107,3,2,27,,4,
2019,7,56,250107,5,1,13,,4,1
2019,7,56,250107,5,2,2,,,
2019,7,56,250107,5,2,2,,,
2019,7,84,250107,1,1,52,,6,
2019,7,84,250107,2,2,40,,4,
2019,7,84,250107,3,1,22,,6,
2019,7,84,250107,3,2,9,,3,1
2019,7,139,250107,1,1,64,,6,
2019,7,139,250107,2,2,68,,3,
2019,7,139,250107,8,1,38,,6,
2020,2,16,250107,1,1,70,4,6,
2020,2,16,250107,2,2,62,4,5,
2020,2,16,250107,3,,,,,
2020,2,28,250107,1,2,24,4,5,
2020,2,28,250107,3,1,2,,,
2020,2,42,250107,1,1,36,4,9,
2020,2,42,250107,2,2,26,4,4,
2020,2,42,250107,3,1,5,4,2,1
2020,2,42,250107,3,2,3,4,1,
2020,2,54,250107,1,1,69,4,4,
2020,2,54,250107,2,2,50,4,4,
2020,2,54,250107,3,2,16,5,6,
2020,2,54,250107,3,1,14,4,5,1
2020,2,54,250107,3,1,12,4,4,1
2020,2,68,250107,1,1,47,4,5,
2020,2,68,250107,3,1,17,4,10,
2020,2,68,250107,3,2,15,4,5,1
2020,2,68,250107,3,1,10,4,3,1
2020,2,68,250107,3,1,4,4,2,1
2020,2,81,250107,1,1,44,4,3,
2020,2,81,250107,2,2,43,4,6,
2020,2,81,250107,3,2,20,4,9,
2020,2,81,250107,3,2,16,4,5,1
2020,2,81,250107,3,2,8,4,3,1
2020,2,81,250107,3,2,8,4,3,1
2019,11,20,250107,1,1,72,4,3,
2019,11,20,250107,2,2,65,4,3,
2019,11,20,250107,3,,,,,
2019,11,20,250107,3,2,27,4,6,
2019,11,20,250107,4,1,30,4,5,
2019,11,20,250107,5,2,10,4,3,1
2019,11,20,250107,5,2,5,4,2,1
2019,11,20,250107,5,2,1,,,
2019,11,20,250107,5,1,1,,,
2019,11,37,250107,1,1,84,4,3,
2019,11,60,250107,1,2,53,4,6,
2019,11,60,250107,3,1,13,4,5,1
2019,11,60,250107,3,2,21,4,8,
2019,11,60,250107,5,2,2,,,
2019,11,71,250107,1,1,40,4,5,
2019,11,71,250107,2,2,38,4,6,
2019,11,71,250107,3,1,18,4,8,2
2019,11,71,250107,3,1,5,4,2,1
2019,11,109,250107,1,2,43,4,3,
2019,11,109,250107,3,2,18,4,5,1
2019,11,109,250107,3,1,12,4,3,1
2019,11,109,250107,3,1,9,4,3,1
2019,11,109,250107,3,1,5,4,1,
2019,11,109,250107,6,1,81,4,3,
2019,11,109,250107,6,2,79,4,3,
2019,11,133,250107,1,1,38,4,9,
2019,11,133,250107,2,2,33,4,10,1
2019,11,133,250107,3,1,12,4,3,1
2019,11,133,250107,3,1,5,4,2,1
2019,6,34,250107,1,2,26,,6,
2019,6,34,250107,7,,,,,
2019,6,34,250107,11,2,24,,6,
2019,6,34,250107,11,2,30,,4,
2019,6,63,250107,1,1,74,,3,
2019,6,63,250107,2,2,63,,3,
2019,6,63,250107,3,1,29,,9,
2019,6,85,250107,1,1,58,,5,
2019,6,85,250107,2,2,52,,4,
2019,6,85,250107,3,1,30,,8,2
2019,6,85,250107,3,1,10,,3,1
2019,6,85,250107,3,1,28,,6,
2019,6,85,250107,3,,,,,
2019,6,85,250107,3,,,,,
2019,6,138,250107,1,1,68,,4,
2019,6,138,250107,2,2,65,,4,
2019,6,138,250107,3,1,30,,6,
2019,8,8,250107,1,2,62,,6,
2019,8,8,250107,2,1,72,,4,
2019,8,18,250107,1,1,51,,6,
2019,8,18,250107,2,2,47,,6,
2019,8,18,250107,3,1,25,,6,
2019,8,18,250107,3,1,22,,6,
2019,8,18,250107,3,1,17,,5,2
2019,8,18,250107,6,1,85,,3,
2019,8,48,250107,1,1,35,,11,
2019,8,48,250107,2,2,33,,9,
2019,8,48,250107,3,1,2,,,
2019,8,58,250107,1,1,55,,6,
2019,8,58,250107,2,2,49,,5,
2019,8,58,250107,3,1,27,,5,
2019,8,58,250107,3,2,13,,5,1
2019,8,88,250107,1,1,51,,5,
2019,8,88,250107,2,2,56,,6,
2019,8,88,250107,3,1,25,,5,
2019,8,88,250107,3,2,18,,5,
2019,8,88,250107,5,1,2,,,
2019,8,88,250107,3,2,38,,5,
2019,8,88,250107,4,1,40,,6,
2019,8,88,250107,5,2,18,,3,
2019,8,88,250107,5,1,15,,4,
2019,8,88,250107,5,2,12,,3,1
2019,8,88,250107,5,1,6,,2,1
2019,8,108,250107,1,1,61,,4,
2019,8,108,250107,2,2,42,,3,
2019,8,108,250107,3,1,19,,6,
2019,8,108,250107,3,1,2,,,
2019,8,108,250107,3,2,27,,6,
2019,8,108,250107,4,1,33,,3,
2020,1,2,250107,1,2,61,3,3,
2020,1,2,250107,3,2,37,3,6,
2020,1,2,250107,4,1,36,4,6,
2020,1,2,250107,5,2,12,4,4,1
2020,1,2,250107,5,1,2,,,
2020,1,16,250107,1,1,45,4,6,
2020,1,16,250107,2,2,41,4,4,
2020,1,16,250107,3,2,7,4,3,1
2020,1,30,250107,1,1,59,4,11,
2020,1,57,250107,1,1,64,4,3,
2020,1,57,250107,2,2,50,4,5,
2020,1,87,250107,1,2,38,4,6,
2020,1,87,250107,2,1,49,4,6,
2020,1,87,250107,3,2,16,4,7,1
2020,1,87,250107,6,2,67,4,1,
2020,1,87,250107,7,2,36,4,5,
2020,1,87,250107,8,2,10,4,3,1
2020,1,87,250107,7,1,25,4,1,
2020,1,87,250107,8,2,15,4,5,1
2019,11,35,250107,1,1,57,4,6,
2019,11,35,250107,2,2,50,4,4,
2019,11,35,250107,3,1,21,4,10,1
2019,11,68,250107,1,1,73,4,3,
2019,11,68,250107,2,2,53,4,3,
2019,11,68,250107,3,1,28,4,6,
2019,11,68,250107,4,2,25,4,6,
2019,11,68,250107,5,1,2,,,
2019,11,68,250107,3,2,25,4,5,
2019,11,68,250107,5,1,10,4,3,1
2019,11,68,250107,5,1,9,4,3,1
2019,11,68,250107,5,2,1,,,
2019,11,68,250107,8,,,,,
2019,11,68,250107,8,,,,,
2019,11,97,250107,1,2,48,4,3,
2019,11,97,250107,3,1,5,4,2,1
2019,11,97,250107,3,2,28,4,5,
2019,11,97,250107,5,2,10,4,3,1
2019,11,97,250107,5,2,6,4,2,1
2019,11,97,250107,5,1,4,4,1,1
2019,11,97,250107,5,2,2,,,
2019,11,97,250107,3,2,13,4,5,
2019,11,97,250107,5,1,,,,
2019,11,124,250107,1,1,29,4,6,
2019,11,124,250107,2,2,32,4,6,
2019,11,124,250107,3,1,14,4,5,1
2019,11,124,250107,3,1,9,4,3,1
2019,11,148,250107,1,1,45,4,6,
2019,11,148,250107,2,2,46,4,5,
2019,11,148,250107,3,1,23,4,9,
2019,11,148,250107,3,1,17,4,6,
2019,11,148,250107,3,1,11,4,3,1
2019,12,5,250107,1,1,69,4,3,
2019,12,5,250107,2,2,67,4,3,
2019,12,5,250107,3,1,37,4,4,
2019,12,36,250107,1,1,48,4,6,
2019,12,36,250107,2,2,36,4,4,
2019,12,36,250107,3,1,12,4,3,1
2019,12,36,250107,3,2,7,4,3,1
2019,12,36,250107,3,1,1,,,
2019,12,65,250107,1,1,37,4,8,
2019,12,65,250107,2,2,42,4,8,
2019,12,65,250107,3,1,23,4,6,
2019,12,65,250107,3,2,15,4,5,2
2019,12,65,250107,3,1,11,4,3,1
2019,12,65,250107,3,1,9,4,3,1
2019,12,92,250107,1,1,53,5,5,
2019,12,92,250107,2,2,44,4,3,
2019,12,92,250107,3,2,16,4,5,2
2019,12,92,250107,3,2,14,4,5,2
2019,12,92,250107,3,2,11,4,3,1
2019,12,92,250107,3,2,4,4,1,
2019,12,92,250107,3,1,,,,
2019,12,120,250107,1,1,41,4,9,
2019,12,120,250107,2,2,30,4,6,
2019,12,120,250107,3,1,14,4,5,2
2019,12,120,250107,3,2,12,4,5,2
2019,12,120,250107,3,2,3,4,1,2
2019,12,148,250107,1,2,25,5,6,
2019,12,148,250107,3,1,10,4,3,1
2019,6,3,250107,1,1,42,,2,
2019,6,3,250107,2,2,37,,5,
2019,6,3,250107,3,2,13,,5,1
2019,6,3,250107,3,2,7,,3,1
2019,6,3,250107,3,1,3,,1,
2019,6,24,250107,1,1,78,,6,
2019,6,24,250107,2,2,66,,4,
2019,6,24,250107,3,2,42,,5,
2019,6,24,250107,5,1,8,,3,1
2019,6,24,250107,1,1,32,,6,
2019,6,24,250107,2,2,25,,6,
2019,6,24,250107,3,1,9,,3,1
2019,6,24,250107,3,2,2,,,
2019,6,46,250107,1,1,30,,6,
2019,6,46,250107,2,2,26,,6,
2019,6,46,250107,3,2,6,,2,1
2019,6,67,250107,1,1,57,,6,
2019,6,67,250107,3,1,32,,4,
2019,6,67,250107,4,2,30,,3,
2019,6,67,250107,5,1,13,,3,
2019,6,67,250107,5,2,10,,3,
2019,6,67,250107,5,2,6,,2,
2019,6,88,250107,1,2,19,,6,
2019,6,88,250107,2,1,29,,6,
2019,6,88,250107,6,2,51,,5,
2019,6,112,250107,1,1,33,,4,
2019,6,112,250107,2,2,39,,4,
2019,6,112,250107,3,1,17,,3,
2019,6,112,250107,3,1,15,,5,1
2019,6,112,250107,3,1,11,,3,1
2019,6,112,250107,3,1,9,,3,1
2019,6,112,250107,3,2,6,,2,1
2019,10,8,250107,1,2,79,4,1,
2019,10,8,250107,2,1,53,4,3,
2019,10,8,250107,3,2,25,4,6,
2019,10,8,250107,4,1,24,4,3,
2019,10,8,250107,5,1,3,4,1,
2019,10,35,250107,1,2,22,4,10,2
2019,10,35,250107,2,1,25,4,6,
2019,10,65,250107,1,1,37,4,12,
2019,10,65,250107,2,2,35,4,8,
2019,10,65,250107,3,1,13,4,5,1
2019,10,65,250107,3,2,7,4,2,1
2019,10,65,250107,3,1,,,,
2019,10,89,250107,1,1,57,4,12,
2019,10,112,250107,1,1,42,4,5,
2019,10,112,250107,2,2,40,4,3,
2019,10,112,250107,3,1,13,4,3,2
2019,10,112,250107,3,1,9,4,1,
2019,10,112,250107,3,1,7,4,1,
2019,10,112,250107,3,2,6,4,1,
2019,10,112,250107,1,1,60,4,3,
2019,10,112,250107,2,2,56,4,3,
2019,10,112,250107,3,1,30,4,5,
2019,10,112,250107,3,1,25,4,6,
2019,10,112,250107,3,1,28,4,4,
2019,10,112,250107,5,2,10,4,3,
2019,10,112,250107,5,2,8,4,3,
2019,10,112,250107,3,1,33,4,5,
2019,10,112,250107,4,2,20,4,3,
2019,10,112,250107,5,2,3,4,1,
2019,10,112,250107,5,2,,,,
2019,10,141,250107,1,1,39,4,3,
2019,10,141,250107,2,2,32,4,3,
2019,10,141,250107,3,2,12,4,3,1
2019,10,141,250107,3,1,8,4,3,1
2019,10,141,250107,3,1,6,4,2,1
2019,10,141,250107,3,1,4,4,1,
2019,7,4,250107,1,2,46,,6,
2019,7,4,250107,3,1,13,,5,1
2019,7,4,250107,3,1,8,,3,1
2019,7,4,250107,3,2,22,,6,
2019,7,4,250107,4,1,23,,6,
2019,7,4,250107,5,1,1,,,
2019,7,14,250107,1,1,30,,5,
2019,7,14,250107,2,2,29,,5,
2019,7,14,250107,3,2,14,,5,1
2019,7,14,250107,3,1,6,,2,1
2019,7,25,250107,1,1,29,,5,
2019,7,25,250107,2,2,32,,5,
2019,7,25,250107,3,2,15,,5,
2019,7,25,250107,3,2,9,,3,1
2019,7,25,250107,3,1,3,,2,1
2019,7,25,250107,3,2,,,,
2019,7,70,250107,1,2,43,,5,
2019,7,70,250107,2,1,40,,6,
2019,7,70,250107,3,1,23,,10,1
2019,7,70,250107,3,2,19,,10,1
2019,7,70,250107,3,2,7,,3,1
2019,7,91,250107,1,1,22,,5,
2019,7,91,250107,2,2,21,,6,
2019,7,91,250107,3,1,4,,2,1
2019,7,91,250107,3,1,,,,
2019,7,91,250107,11,1,43,,3,
2019,7,91,250107,8,2,45,,3,
2019,7,115,250107,1,1,71,,4,
2019,7,115,250107,3,1,14,,5,1
