ANIO,MES,NSELV,UBIGEO,Parentesco_con_jefe_hogar,sexo,edad,idioma_ninez,nivel_educativo,centro_estudios_E_P
2020,2,39,130101,2,2,49,4,8,
2020,2,39,130101,3,1,25,4,11,
2020,2,39,130101,3,2,10,4,3,2
2020,2,73,130101,1,2,45,4,11,
2020,2,73,130101,3,1,19,4,6,
2020,2,73,130101,3,2,18,4,6,
2020,2,73,130101,3,2,7,4,3,2
2020,2,73,130101,3,2,4,4,2,2
2020,2,90,130101,1,1,34,4,11,
2020,2,90,130101,2,2,38,4,12,
2020,2,90,130101,3,2,8,4,3,2
2020,2,90,130101,3,2,7,4,2,2
2020,2,107,130101,1,1,76,4,11,
2020,2,107,130101,2,2,74,4,11,
2020,2,107,130101,3,1,44,4,11,
2020,2,107,130101,3,,,,,
2019,11,11,130101,1,2,76,4,11,
2019,11,11,130101,2,1,76,4,11,
2019,11,11,130101,3,1,38,4,11,
2019,11,11,130101,3,2,38,4,11,
2019,11,11,130101,3,1,31,4,9,
2019,11,47,130101,1,1,51,4,6,
2019,11,47,130101,2,2,48,4,6,
2019,11,47,130101,3,1,20,4,8,1
2019,11,47,130101,3,2,19,4,6,2
2019,11,47,130101,3,1,13,4,5,2
2019,11,62,130101,1,2,56,4,11,2
2019,11,125,130101,1,2,47,4,6,
2019,11,125,130101,2,1,47,4,6,
2019,11,125,130101,3,2,25,4,10,
2019,11,125,130101,3,1,9,4,3,2
2019,11,125,130101,3,2,18,4,8,2
2019,11,125,130101,5,2,,,,
2019,11,142,130101,1,1,48,4,6,
2019,11,142,130101,2,2,45,4,6,
2019,11,142,130101,3,2,22,4,10,2
2019,11,142,130101,3,1,12,4,3,1
2019,11,175,130101,1,1,59,4,6,
2019,11,175,130101,2,2,57,4,9,
2019,11,175,130101,3,1,31,4,9,
2019,11,175,130101,3,2,27,4,10,
2019,7,20,130101,1,2,41,,9,
2019,7,21,130101,1,1,24,,6,
2019,7,21,130101,2,2,23,,10,
2019,7,46,130101,1,1,49,,6,
2019,7,46,130101,2,2,49,,5,
2019,7,46,130101,3,2,16,,6,
2019,7,46,130101,3,1,12,,3,1
2019,7,46,130101,3,1,20,,5,
2019,7,46,130101,4,2,19,,5,
2019,7,46,130101,5,2,1,,,
2019,7,46,130101,1,1,62,,6,
2019,7,46,130101,3,1,31,,6,
2019,7,150,130101,1,1,55,,11,
2019,7,150,130101,7,2,67,,11,
2019,7,150,130101,8,2,40,,11,
2019,7,150,130101,11,1,40,,11,
2019,7,150,130101,8,2,5,,2,2
2019,12,7,130101,1,1,50,4,5,
2019,12,7,130101,2,2,49,4,6,
2019,12,7,130101,3,2,15,4,5,1
2019,12,7,130101,3,1,10,4,3,1
2019,12,20,130101,1,1,72,4,11,
2019,12,49,130101,1,1,63,4,9,
2019,12,49,130101,2,2,61,4,6,
2019,12,49,130101,3,1,34,4,11,
2019,12,49,130101,3,1,29,5,11,
2019,12,49,130101,8,1,7,4,3,2
2019,12,60,130101,1,2,80,4,6,
2019,12,60,130101,3,1,58,4,10,
2019,12,60,130101,4,2,56,4,10,
2019,12,106,130101,1,2,43,4,6,
2019,12,106,130101,2,1,28,4,6,
2019,12,106,130101,3,1,25,4,10,
2019,12,106,130101,3,2,5,4,2,1
2019,12,131,130101,1,1,74,4,6,
2019,12,131,130101,2,2,75,4,6,
2019,11,10,130101,1,1,61,4,12,
2019,11,10,130101,2,2,60,4,12,
2019,11,10,130101,3,2,26,4,11,
2019,11,10,130101,3,1,18,4,6,
2019,11,22,130101,1,1,46,4,10,2
2019,11,22,130101,2,2,48,4,9,
2019,11,22,130101,3,2,21,4,10,1
2019,11,22,130101,3,2,13,4,5,1
2019,11,47,130101,1,2,55,4,9,
2019,11,47,130101,3,1,29,4,11,
2019,11,47,130101,3,1,19,4,10,2
2019,11,47,130101,3,2,21,4,10,2
2019,11,47,130101,5,1,,,,
2019,11,59,130101,1,1,68,4,6,2
2019,11,59,130101,2,2,67,4,6,
2019,11,59,130101,3,1,28,4,11,
2019,11,59,130101,5,1,6,4,2,2
2019,11,95,130101,1,1,51,4,10,
2019,11,107,130101,1,1,56,4,11,
2019,11,107,130101,2,2,50,4,8,
2019,11,107,130101,3,,,,,
2019,11,107,130101,3,2,20,4,10,1
2019,11,107,130101,3,1,19,4,10,1
2019,7,1,130101,1,2,67,,6,
2019,7,1,130101,3,,,,,
2019,7,1,130101,5,1,19,,10,2
2019,7,1,130101,5,1,12,,4,2
2019,7,1,130101,5,,,,,
2019,7,29,130101,1,1,52,,6,
2019,7,29,130101,2,2,47,,11,
2019,7,38,130101,1,1,61,,11,
2019,7,38,130101,2,2,51,,4,
2019,7,38,130101,3,2,22,,9,2
2019,7,38,130101,3,2,17,,6,
2019,7,57,130101,1,1,48,,11,
2019,7,57,130101,2,2,44,,9,
2019,7,57,130101,3,1,13,,5,2
2019,7,57,130101,3,1,7,,3,2
2019,7,57,130101,3,1,4,,1,2
2019,7,57,130101,6,2,85,,3,
2019,7,78,130101,1,2,41,,9,
2019,7,78,130101,2,1,42,,8,
2019,7,78,130101,3,2,14,,5,2
2019,7,98,130101,1,1,76,,6,
2019,7,98,130101,2,2,72,,6,
2019,7,98,130101,3,2,32,,11,
2020,1,5,130101,1,2,46,4,9,
2020,1,5,130101,3,1,9,4,3,2
2020,1,15,130101,1,1,49,4,6,
2020,1,15,130101,2,2,36,4,3,
2020,1,15,130101,3,1,9,4,3,1
2020,1,15,130101,3,2,4,4,2,1
2020,1,34,130101,1,1,47,4,6,
2020,1,34,130101,2,2,45,4,4,
2020,1,34,130101,3,2,26,4,11,
2020,1,34,130101,3,2,17,4,6,
2020,1,34,130101,3,1,12,4,5,2
2020,1,34,130101,3,2,10,4,3,2
2020,1,43,130101,1,1,60,4,11,
2020,1,43,130101,2,2,53,4,9,
2020,1,54,130101,1,1,62,4,3,
2020,1,54,130101,2,2,57,4,5,
2020,1,54,130101,5,2,15,4,5,1
2020,1,83,130101,1,1,26,4,11,
2020,1,83,130101,7,1,24,4,10,1
2020,1,83,130101,7,1,18,4,6,
2019,9,7,130101,1,2,84,4,9,
2019,9,7,130101,3,1,57,4,12,
2019,9,7,130101,3,2,46,4,11,
2019,9,25,130101,1,1,58,4,11,
2019,9,25,130101,6,2,85,4,6,
2019,9,25,130101,9,,,,,
2019,9,45,130101,1,1,34,4,8,
2019,9,45,130101,2,2,31,4,10,
2019,9,45,130101,3,1,4,4,2,2
2019,9,100,130101,1,1,86,4,6,
2019,9,100,130101,3,1,61,4,8,
2019,9,100,130101,3,2,56,4,11,
2019,9,155,130101,1,1,75,4,9,
2019,9,155,130101,2,2,74,4,9,
2019,9,193,130101,1,1,68,4,9,
2019,9,193,130101,3,1,37,4,11,
2019,9,193,130101,5,2,11,4,3,2
2019,9,193,130101,5,2,9,4,3,2
2019,6,8,130101,1,1,38,,6,
2019,6,8,130101,2,2,31,,11,
2019,6,8,130101,3,2,8,,3,1
2019,6,8,130101,3,1,4,,1,2
2019,6,17,130101,1,1,59,,11,
2019,6,17,130101,2,2,60,,3,
2019,6,17,130101,3,2,32,,11,
2019,6,17,130101,3,1,23,,10,1
2019,6,17,130101,3,1,19,,6,
2019,6,36,130101,1,2,48,,3,
2019,6,36,130101,3,2,23,,11,
2019,6,36,130101,3,1,21,,10,2
2019,6,36,130101,3,2,17,,10,2
2019,6,36,130101,1,1,46,,6,
2019,6,36,130101,2,2,45,,4,
2019,6,36,130101,3,2,23,,10,2
2019,6,36,130101,3,1,4,,2,1
2019,6,48,130101,1,1,64,,3,
2019,6,48,130101,2,2,65,,1,
2019,6,48,130101,3,1,31,,10,
2019,6,110,130101,1,1,79,,3,
2019,6,110,130101,2,2,68,,3,
2019,6,110,130101,3,1,37,,6,
2019,10,61,130101,1,1,72,4,12,
2019,10,61,130101,2,2,60,4,12,
2019,10,61,130101,3,2,22,4,10,2
2019,10,61,130101,3,2,18,4,3,2
2019,10,82,130101,1,1,25,4,8,
2019,10,82,130101,2,2,21,4,6,
2019,10,82,130101,3,1,3,4,1,
2019,10,82,130101,3,2,,,,
2019,10,123,130101,1,1,63,4,6,
2019,10,123,130101,3,2,35,4,9,
2019,10,160,130101,1,1,66,4,4,
2019,10,160,130101,2,2,63,4,4,
2019,10,198,130101,1,1,43,4,9,
2019,10,198,130101,2,2,44,4,9,
2019,10,198,130101,3,2,19,4,10,1
2019,10,198,130101,3,2,15,4,5,2
2019,10,198,130101,3,1,9,4,3,2
2019,9,16,130101,1,1,40,4,6,
2019,9,16,130101,2,2,38,4,6,
2019,9,16,130101,3,2,17,4,6,2
2019,9,16,130101,3,2,1,,,
2019,9,82,130101,1,1,26,4,11,
2019,9,82,130101,6,2,66,4,6,
2019,9,82,130101,8,1,93,4,6,
2019,9,95,130101,1,2,74,4,11,
2019,9,121,130101,1,1,78,4,11,
2019,9,121,130101,2,2,67,4,8,
2019,9,121,130101,3,1,47,4,11,
2019,9,135,130101,1,2,59,4,11,
2019,10,18,130101,1,1,79,4,11,
2019,10,18,130101,2,2,75,4,11,
2019,10,18,130101,3,1,44,4,9,
2019,10,18,130101,3,2,46,4,11,
2019,10,18,130101,5,1,16,4,5,2
2019,10,18,130101,5,1,14,4,5,2
2019,10,18,130101,5,1,4,4,1,2
2019,10,44,130101,1,1,34,4,11,
2019,10,44,130101,2,2,33,4,11,
2019,10,44,130101,3,2,1,,,
2019,10,84,130101,1,2,37,4,11,
2019,10,84,130101,3,2,16,4,5,1
2019,10,84,130101,6,,,,,
2019,10,97,130101,1,2,47,4,9,
2019,10,97,130101,6,2,84,4,4,
2019,10,110,130101,1,1,40,4,10,
2019,10,110,130101,2,2,32,1,8,
2019,10,110,130101,3,2,13,1,5,2
2019,10,110,130101,3,1,8,4,3,2
2019,10,110,130101,3,1,3,4,1,
2019,10,149,130101,1,1,56,4,9,
2019,10,149,130101,2,2,47,4,11,
2019,10,149,130101,3,1,20,4,9,2
2019,10,149,130101,6,2,84,4,6,
2020,2,9,130101,1,2,31,4,6,
2020,2,9,130101,3,1,8,4,3,2
2020,2,35,130101,1,1,42,4,5,
2020,2,35,130101,2,2,44,4,5,2
2020,2,35,130101,3,1,18,4,6,
2020,2,35,130101,3,1,13,4,5,1
2020,2,66,130101,1,1,80,4,6,
2020,2,66,130101,2,2,83,4,6,
2020,2,66,130101,3,2,38,4,6,
2020,2,66,130101,3,2,36,4,6,
2020,2,66,130101,5,2,23,4,8,
2020,2,79,130101,1,1,43,4,11,
2020,2,79,130101,2,2,32,4,11,
2020,2,79,130101,3,1,3,4,1,
2020,2,79,130101,3,2,1,,,
2020,2,119,130101,1,1,30,4,6,
2020,2,119,130101,2,2,26,4,6,
2020,2,119,130101,3,1,3,4,1,2
2020,2,146,130101,1,1,55,4,9,
2020,2,146,130101,2,2,56,4,9,
2020,2,146,130101,3,2,18,4,6,
2019,8,24,130101,1,1,65,,6,
2019,8,34,130101,1,2,76,,11,
2019,8,34,130101,3,1,52,,11,
2019,8,34,130101,3,2,40,,10,
2019,8,34,130101,5,1,18,,10,2
2019,8,34,130101,5,1,16,,5,2
2019,8,34,130101,5,1,9,,3,2
2019,8,44,130101,1,1,66,,6,
2019,8,55,130101,1,2,64,,4,
2019,8,55,130101,3,1,45,,6,
2019,8,55,130101,3,2,37,,6,
2019,8,55,130101,3,2,43,,6,
2019,8,55,130101,5,2,18,,10,2
2019,8,65,130101,1,1,35,,9,
2019,8,65,130101,2,2,35,,9,
2019,8,65,130101,3,2,14,,5,2
2019,8,98,130101,1,2,73,,11,
2019,12,25,130101,1,2,90,4,11,
2019,12,25,130101,7,2,93,4,11,
2019,12,25,130101,7,2,91,4,11,
2019,12,25,130101,8,2,48,4,11,
2019,12,25,130101,11,2,49,4,1,
2019,12,43,130101,1,2,79,4,9,
2019,12,43,130101,7,2,68,4,12,
2019,12,43,130101,7,2,65,4,9,
2019,12,116,130101,1,1,40,4,11,2
2019,12,116,130101,2,2,39,4,11,
2019,12,116,130101,3,1,16,4,5,2
2019,12,116,130101,3,1,8,4,3,2
2019,12,150,130101,1,1,55,4,9,
2019,12,150,130101,2,2,49,4,9,
2019,12,150,130101,3,2,22,4,6,2
2019,12,150,130101,3,2,17,4,5,2
2019,12,150,130101,3,2,10,4,3,2
2019,12,150,130101,6,2,86,4,6,
2019,12,150,130101,8,2,32,4,6,
2019,12,150,130101,8,2,4,4,2,1
2019,12,171,130101,1,1,81,4,6,
2019,12,171,130101,2,2,81,4,6,
2020,2,16,130101,1,1,31,4,5,
2020,2,16,130101,2,2,29,4,9,
2020,2,16,130101,3,1,10,4,3,
2020,2,16,130101,3,1,3,4,1,
2020,2,43,130101,1,2,71,4,5,
2020,2,43,130101,3,1,44,4,6,
2020,2,43,130101,3,1,40,4,5,
2020,2,43,130101,3,1,36,4,5,
2020,2,43,130101,3,1,48,4,9,
2020,2,43,130101,4,2,38,4,10,
2020,2,43,130101,5,1,19,4,10,
2020,2,43,130101,5,1,17,4,6,
2020,2,58,130101,1,1,54,4,11,
2020,2,58,130101,2,2,58,4,8,
2020,2,58,130101,3,2,26,4,11,
2020,2,58,130101,1,1,51,4,10,
2020,2,58,130101,2,2,50,4,12,
2020,2,58,130101,3,1,23,4,10,
2020,2,58,130101,7,1,65,4,6,
2020,2,88,130101,1,1,35,4,11,
2020,2,88,130101,2,2,34,4,11,
2020,2,88,130101,3,2,7,4,3,2
2020,2,88,130101,3,1,5,4,2,2
2020,2,88,130101,3,1,,,,
2020,2,88,130101,6,1,64,4,6,
2020,2,130,130101,1,1,32,4,11,
2020,2,130,130101,2,2,30,4,11,
2020,2,130,130101,3,1,12,4,5,
2020,2,130,130101,3,1,6,4,2,
2020,2,130,130101,3,2,,,,
2019,6,18,130101,1,2,50,,6,
2019,6,18,130101,2,1,58,,6,
2019,6,18,130101,3,1,28,,7,
2019,6,18,130101,3,1,19,,6,2
2019,6,35,130101,1,2,38,,9,
2019,6,35,130101,2,1,39,,10,
2019,6,35,130101,3,1,12,,4,2
2019,6,35,130101,3,1,8,,3,1
2019,6,35,130101,3,1,2,,,
2019,6,85,130101,1,2,52,,8,
2019,6,85,130101,3,2,28,,11,
2019,6,85,130101,3,1,25,,10,2
2019,6,85,130101,3,1,12,,4,1
2019,6,85,130101,1,1,67,,6,
2019,6,133,130101,1,2,55,,6,
2019,6,133,130101,2,1,57,,6,
2019,6,133,130101,3,1,22,,9,
2019,6,133,130101,3,1,14,,5,1
2019,6,133,130101,3,2,34,,9,
2019,6,133,130101,5,1,5,,2,2
2019,6,133,130101,5,2,4,,1,2
2019,6,133,130101,3,2,28,,9,
2019,6,133,130101,5,1,2,,,
2019,6,150,130101,1,2,40,,6,
2019,6,150,130101,7,1,37,,11,
2019,6,150,130101,7,2,36,,11,
2019,6,166,130101,1,2,49,,5,1
2019,6,166,130101,2,1,42,,6,
2019,6,166,130101,3,2,13,,5,1
2019,6,166,130101,3,2,8,,3,2
2020,1,5,130101,1,1,43,4,12,
2020,1,5,130101,2,2,42,4,11,
2020,1,5,130101,3,2,10,4,3,2
2020,1,5,130101,3,2,4,4,2,2
2020,1,21,130101,1,1,55,4,6,
2020,1,21,130101,2,2,51,4,8,
2020,1,21,130101,3,2,24,4,11,
2020,1,21,130101,3,2,11,4,4,2
2020,1,37,130101,1,1,26,4,8,
2020,1,37,130101,2,2,30,4,8,
2020,1,54,130101,1,2,38,4,9,
2020,1,54,130101,3,1,12,4,4,2
2020,1,54,130101,3,1,7,4,3,1
2020,1,174,130101,1,2,38,4,4,
2020,1,174,130101,3,1,23,4,9,
2020,1,174,130101,3,1,20,4,6,
2020,1,174,130101,3,2,12,4,4,1
2019,6,8,130101,1,2,41,,9,
2019,6,8,130101,3,2,19,,10,2
2019,6,8,130101,3,2,4,,2,1
2019,6,25,130101,1,1,65,,11,
2019,6,25,130101,2,2,67,,6,
2019,6,25,130101,5,2,8,,3,2
2019,6,26,130101,1,1,75,,4,
2019,6,26,130101,2,2,73,,1,
2019,6,41,130101,1,1,51,,9,
2019,6,41,130101,3,1,13,,5,2
2019,6,41,130101,3,1,11,,3,2
2019,6,41,130101,7,2,49,,9,
2019,6,41,130101,11,1,49,,9,
2019,6,41,130101,8,1,17,,6,2
2019,6,41,130101,8,1,28,,9,
2019,6,41,130101,8,2,20,,10,2
2019,6,119,130101,1,1,57,,8,
2019,6,119,130101,2,2,52,,8,
2019,6,119,130101,3,2,27,,9,
2019,6,119,130101,3,2,21,,10,2
2019,6,164,130101,1,1,59,,10,
2019,6,164,130101,2,2,56,,8,
2019,6,164,130101,3,2,32,,11,
2019,6,164,130101,3,2,18,,6,2
2019,6,164,130101,3,2,36,,11,
2019,6,164,130101,5,2,14,,5,2
2019,9,18,130101,1,2,47,,6,
2019,9,18,130101,2,1,70,,8,
2019,9,18,130101,3,2,16,,5,1
2019,9,18,130101,3,1,12,,5,2
2019,9,49,130101,1,1,63,,11,
2019,9,49,130101,2,2,48,,11,
2019,9,49,130101,3,1,20,,8,2
2019,9,64,130101,1,1,46,,11,
2019,9,64,130101,3,1,12,,4,1
2019,9,128,130101,1,2,72,,9,
2019,9,144,130101,1,1,41,,11,
2019,9,144,130101,2,2,44,,11,
2019,9,144,130101,3,1,9,,3,2
2019,9,144,130101,3,2,2,,,
2020,2,1,130101,1,1,34,4,11,
2020,2,1,130101,2,2,27,4,11,
2020,2,1,130101,3,1,2,,,
2020,2,1,130101,3,1,,,,
2020,2,118,130101,1,1,76,4,12,
2020,2,118,130101,2,2,77,4,12,
2020,2,156,130101,1,2,37,4,9,
2020,2,156,130101,8,2,94,4,6,
2020,2,179,130101,1,1,45,4,11,
2020,2,179,130101,2,2,49,4,6,
2020,2,179,130101,3,1,16,4,5,2
2020,2,179,130101,3,2,26,4,11,
2020,2,179,130101,5,2,7,4,3,2
2020,2,196,130101,1,2,38,4,4,
2020,2,196,130101,2,1,42,4,4,
2020,2,196,130101,3,2,18,4,6,
2020,2,196,130101,3,2,5,4,2,1
2019,10,3,130101,1,2,63,4,11,
2019,10,3,130101,3,2,33,4,11,
2019,10,21,130101,1,1,71,4,11,
2019,10,21,130101,2,2,65,4,11,
2019,10,21,130101,3,2,36,4,11,
2019,10,63,130101,1,1,71,4,9,
2019,10,63,130101,2,2,63,4,9,
2019,10,82,130101,1,1,70,4,9,
2019,10,82,130101,2,2,63,4,9,
2019,10,160,130101,1,1,44,4,6,
2019,10,160,130101,2,2,39,4,9,
2019,10,160,130101,3,1,16,4,5,2
2019,10,160,130101,3,1,5,4,2,2
2019,10,160,130101,6,,,,,
2019,10,198,130101,1,2,44,4,4,
2019,10,198,130101,3,2,25,4,10,2
2019,12,9,130101,1,1,19,4,6,
2019,12,9,130101,7,1,20,4,6,
2019,12,9,130101,11,1,24,4,6,
2019,12,9,130101,11,1,19,4,6,
2019,12,22,130101,1,2,22,4,9,
2019,12,22,130101,3,2,1,,,
2019,12,38,130101,1,2,82,4,4,
2019,12,38,130101,5,1,34,4,9,
2019,12,38,130101,11,,,,,
2019,12,52,130101,1,1,69,4,10,
2019,12,52,130101,2,2,55,4,9,
2019,12,52,130101,3,2,16,4,5,2
2019,12,52,130101,3,2,34,4,6,
2019,12,52,130101,5,1,9,4,3,2
2019,12,121,130101,1,2,62,4,5,
2019,12,121,130101,3,2,33,4,11,
2019,12,121,130101,3,1,30,4,5,
2019,12,121,130101,4,2,31,4,8,
2019,12,121,130101,5,1,8,4,3,1
2019,11,16,130101,1,2,61,4,9,
2019,11,16,130101,3,1,39,4,11,
2019,11,16,130101,5,2,8,4,3,2
2019,11,16,130101,8,,,,,
2019,11,29,130101,1,2,83,4,3,
2019,11,29,130101,3,2,47,4,9,
2019,11,29,130101,5,2,14,4,5,1
2019,11,29,130101,5,1,10,4,3,2
2019,11,55,130101,1,1,42,4,6,
2019,11,55,130101,2,2,30,4,9,
2019,11,55,130101,3,1,11,4,3,1
2019,11,55,130101,3,1,7,4,2,1
2019,11,84,130101,1,2,55,4,12,
2019,11,84,130101,3,1,22,4,10,1
2019,11,84,130101,3,1,20,4,8,
2019,11,138,130101,1,1,54,4,6,
2019,11,138,130101,2,2,54,4,5,
2019,11,138,130101,3,1,15,4,5,1
2019,8,7,130101,1,1,70,,11,
2019,8,7,130101,2,2,64,,6,
2019,8,7,130101,3,1,32,,10,
2019,8,7,130101,3,2,27,,11,
2019,8,7,130101,5,1,7,,3,2
2019,8,30,130101,1,1,38,,9,2
2019,8,30,130101,2,2,32,,11,
2019,8,30,130101,3,2,10,,3,2
2019,8,30,130101,3,1,4,,1,2
2019,8,53,130101,1,2,48,,6,
2019,8,53,130101,3,2,25,,7,2
2019,8,142,130101,1,1,71,,11,
2019,8,142,130101,2,2,64,,9,
2019,8,142,130101,3,1,37,,11,
2019,8,142,130101,4,2,34,,11,
2019,8,142,130101,3,1,27,,10,2
2019,8,142,130101,4,2,32,,9,
2019,8,142,130101,5,1,,,,
2019,8,142,130101,11,,,,,
2019,8,186,130101,1,1,39,,8,
2019,8,186,130101,2,2,34,,8,
2019,8,186,130101,3,2,3,,1,2
2019,8,234,130101,1,2,36,,11,2
2019,8,234,130101,3,2,14,,5,2
2019,8,234,130101,3,1,6,,2,2
2020,2,3,130101,1,1,71,4,3,
2020,2,3,130101,2,2,61,4,4,
2020,2,3,130101,3,2,16,4,5,1
2020,2,16,130101,1,2,67,4,3,
2020,2,16,130101,3,1,39,4,5,
2020,2,31,130101,1,1,40,4,4,
2020,2,31,130101,2,2,40,4,6,
2020,2,31,130101,3,2,12,4,5,1
2020,2,31,130101,3,1,11,4,3,1
2020,2,31,130101,3,1,2,,,
2020,2,61,130101,1,1,33,4,9,
2020,2,61,130101,2,2,31,4,11,
2020,2,61,130101,3,1,12,4,4,1
2020,2,61,130101,3,1,6,4,2,1
2020,2,61,130101,3,2,2,,,
2020,2,93,130101,1,1,55,4,8,
2020,2,93,130101,2,2,55,4,6,
2020,2,93,130101,3,1,24,4,10,2
2020,2,126,130101,1,1,40,4,11,
2020,2,126,130101,2,2,28,4,9,
2020,2,126,130101,3,1,10,4,3,2
2020,2,126,130101,3,1,3,4,1,1
2020,2,126,130101,3,1,1,,,
2020,1,11,130101,1,1,32,4,10,
2020,1,11,130101,2,2,29,4,9,
2020,1,11,130101,3,2,3,4,2,2
2020,1,23,130101,1,1,50,4,11,
2020,1,23,130101,2,2,37,4,11,
2020,1,23,130101,3,2,15,4,5,2
2020,1,77,130101,1,1,23,4,11,
2019,6,3,130101,1,2,33,,8,
2019,6,3,130101,3,1,11,,3,1
2019,6,3,130101,3,1,5,,2,1
2019,6,3,130101,3,1,,,,
2019,6,37,130101,1,1,41,,12,
2019,6,37,130101,2,2,34,,11,
2019,6,56,130101,1,2,24,,8,
2019,6,91,130101,1,2,41,,12,
2019,6,91,130101,2,1,39,,9,
2019,6,91,130101,3,2,7,,3,2
2019,6,108,130101,1,1,20,,10,2
2019,12,27,130101,1,1,30,4,12,
2019,12,27,130101,8,1,31,4,12,2
2019,12,27,130101,8,1,30,4,11,2
2019,12,27,130101,8,1,26,4,11,2
2019,12,41,130101,1,1,59,4,11,
2019,12,41,130101,2,2,59,4,8,
2019,12,41,130101,3,1,30,4,10,
2019,12,41,130101,3,1,25,4,10,2
2019,12,41,130101,3,2,20,4,6,
2019,12,62,130101,1,2,43,4,11,
2019,12,97,130101,1,1,49,4,11,2
2019,12,97,130101,2,2,41,4,11,
2019,12,97,130101,3,1,5,4,2,2
2019,12,97,130101,3,1,3,4,1,
2019,12,143,130101,1,1,60,4,6,
2019,12,143,130101,2,2,61,4,6,
2019,12,143,130101,3,1,36,4,11,
2019,12,143,130101,8,1,23,4,6,
2019,11,51,130101,1,2,54,4,11,
2019,11,51,130101,3,2,26,4,11,
2019,11,64,130101,1,1,54,4,9,
2019,11,64,130101,2,2,43,4,5,
2019,11,64,130101,3,2,17,4,6,2
2019,11,64,130101,8,2,19,4,6,2
2019,11,76,130101,1,2,49,4,11,
2019,11,76,130101,11,2,34,4,11,
2019,11,111,130101,1,1,50,4,11,
2019,11,111,130101,2,2,39,4,11,
2019,11,111,130101,3,2,17,4,10,2
2019,11,111,130101,3,2,11,4,3,2
2019,11,111,130101,3,2,7,4,2,2
2019,8,3,130101,1,2,60,,6,
2019,8,3,130101,3,1,28,,10,2
2019,8,20,130101,1,1,68,,6,
2019,8,20,130101,2,2,65,,6,
2019,8,20,130101,3,2,36,,11,
2019,8,20,130101,5,2,8,,3,2
2019,8,37,130101,1,2,30,,9,
2019,8,70,130101,1,2,70,,12,
2019,8,110,130101,1,2,26,,9,
2019,8,142,130101,1,2,67,,9,
2019,8,142,130101,3,,,,,
2019,8,142,130101,3,2,28,,9,
2019,8,142,130101,5,1,9,,3,1
2019,9,5,130101,1,2,20,,8,2
2019,9,5,130101,8,2,29,,10,2
2019,9,20,130101,1,1,29,,11,
2019,9,29,130101,1,1,47,,10,2
2019,9,29,130101,2,2,31,,6,
2019,9,29,130101,3,2,12,,4,1
2019,9,52,130101,1,2,39,,6,
2019,9,52,130101,3,2,18,,10,2
2019,9,52,130101,11,,,,,
2019,9,79,130101,1,2,62,,12,
2019,9,79,130101,3,2,28,,11,
2019,9,159,130101,1,1,58,,11,
2019,9,159,130101,2,2,54,,9,
2019,9,159,130101,3,2,18,,10,2
2019,8,4,130101,1,1,70,,12,
2019,8,4,130101,2,2,58,,11,
2019,8,4,130101,8,2,64,,11,
2019,8,4,130101,8,1,28,,10,2
2019,8,35,130101,1,1,61,,11,
2019,8,35,130101,2,2,59,,11,
2019,8,35,130101,3,1,29,,11,1
2019,8,35,130101,3,1,26,,11,
2019,8,35,130101,3,1,23,,10,2
2019,8,66,130101,1,1,62,,9,
2019,8,66,130101,2,2,59,,9,
2019,8,66,130101,3,1,26,,11,2
2019,8,66,130101,3,1,23,,11,
2019,8,77,130101,1,1,41,,9,2
2019,8,77,130101,2,2,37,,9,
2019,8,77,130101,3,1,13,,5,2
2019,8,77,130101,3,1,7,,2,2
2019,8,88,130101,1,1,28,,9,
2019,8,88,130101,2,2,27,,9,
2019,8,88,130101,3,1,4,,1,2
2019,8,113,130101,1,1,62,,6,
2019,8,113,130101,2,2,55,,8,
2019,8,113,130101,3,1,32,,11,
2019,8,113,130101,3,1,29,,10,1
2019,8,113,130101,6,2,86,,4,
2020,2,10,130101,1,1,65,4,5,
2020,2,10,130101,2,2,62,4,5,
2020,2,10,130101,3,2,26,4,9,
2020,2,10,130101,5,,,,,
2020,2,39,130101,1,2,69,4,3,
2020,2,39,130101,5,2,11,4,4,2
2020,2,54,130101,1,1,45,4,11,
2020,2,54,130101,2,2,33,4,11,
2020,2,54,130101,3,1,4,4,1,2
2020,2,67,130101,1,2,46,4,11,
2020,2,67,130101,3,2,19,4,10,
2020,2,67,130101,3,1,14,4,5,2
2020,2,124,130101,1,1,62,4,9,
2020,2,124,130101,3,1,31,4,9,
2020,2,124,130101,6,2,90,4,4,
2020,2,151,130101,1,1,59,4,11,
2020,2,151,130101,2,2,57,4,9,
2020,2,151,130101,3,2,29,4,11,
2020,2,151,130101,3,1,25,4,11,
2020,2,151,130101,3,1,23,4,10,
2020,2,10,130111,1,1,76,4,6,
2020,2,10,130111,2,2,64,4,5,
2020,2,10,130111,5,1,13,4,5,2
2020,2,10,130111,1,1,48,4,6,
2020,2,10,130111,2,2,47,4,6,
2020,2,10,130111,3,2,26,4,11,
2020,2,28,130111,1,1,36,4,6,
2020,2,28,130111,2,2,31,4,9,
2020,2,28,130111,3,2,12,4,5,2
2020,2,28,130111,3,1,7,4,3,2
2020,2,28,130111,3,1,3,4,1,
2020,2,44,130111,1,1,53,4,6,
2020,2,44,130111,2,2,64,4,6,
2020,2,44,130111,3,1,29,4,5,
2020,2,44,130111,3,2,43,4,11,
2020,2,44,130111,5,2,20,4,4,
